airline,airline_id,s_airport,s_airport_id,d_airport,d_airport_id,s_name,s_city,s_country,s_ICAO,s_latitude,s_longitude,s_altitude,s_timezone,d_name,d_city,d_country,d_ICAO,d_latitude,d_longitude,d_altitude,d_timezone,distance(Km)
3U,4608,WUH,3376,NNG,3373,Wuhan Tianhe International Airport,Wuhan,China,ZHHH,30.7838,114.208,113,8,Nanning Wuxu Airport,Nanning,China,ZGNN,22.608299255371094,108.1719970703125,421,8,1088.4979407839191
3K,3021,SIN,3316,DRW,3999,Singapore Changi Airport,Singapore,Singapore,WSSS,1.35019,103.994003,22,8,Darwin International Airport,Darwin,Australia,YPDN,-12.41469955444336,130.8769989013672,103,9.5,3339.1226366067626
3K,3021,SIN,3316,PEN,3308,Singapore Changi Airport,Singapore,Singapore,WSSS,1.35019,103.994003,22,8,Penang International Airport,Penang,Malaysia,WMKP,5.297140121459961,100.2770004272461,11,8,602.3293429786164
3K,3021,SIN,3316,PER,3351,Singapore Changi Airport,Singapore,Singapore,WSSS,1.35019,103.994003,22,8,Perth International Airport,Perth,Australia,YPPH,-31.94029998779297,115.96700286865234,67,8,3910.768634128117
3K,3021,SIN,3316,PNH,3034,Singapore Changi Airport,Singapore,Singapore,WSSS,1.35019,103.994003,22,8,Phnom Penh International Airport,Phnom-penh,Cambodia,VDPP,11.546600341796877,104.84400177001952,40,7,1137.661658482279
3K,3021,SIN,3316,RGN,3239,Singapore Changi Airport,Singapore,Singapore,WSSS,1.35019,103.994003,22,8,Yangon International Airport,Yangon,Burma,VYYY,16.907300949099998,96.1332015991,109,6.5,1931.909473583761
3K,3021,SIN,3316,SWA,4302,Singapore Changi Airport,Singapore,Singapore,WSSS,1.35019,103.994003,22,8,Jieyang Chaoshan International Airport,Shantou,China,ZGOW,23.552,116.5033,0,8,2812.9254804803086
3U,4608,CKG,3393,SWA,4302,Chongqing Jiangbei International Airport,Chongqing,China,ZUCK,29.719200134277344,106.64199829101562,1365,8,Jieyang Chaoshan International Airport,Shantou,China,ZGOW,23.552,116.5033,0,8,1195.3546921309996
3U,4608,TPE,2276,KMG,3382,Taiwan Taoyuan International Airport,Taipei,Taiwan,RCTP,25.0777,121.233002,106,8,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,1841.8327652576168
3U,4608,CGO,3375,KMG,3382,Zhengzhou Xinzheng International Airport,Zhengzhou,China,ZHCC,34.519699096699995,113.841003418,495,8,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,1482.9691651171734
3U,4608,CKG,3393,KMG,3382,Chongqing Jiangbei International Airport,Chongqing,China,ZUCK,29.719200134277344,106.64199829101562,1365,8,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,630.6937859608279
3U,4608,CSX,3371,KMG,3382,Changsha Huanghua International Airport,Changcha,China,ZGHA,28.1891994476,113.220001221,217,8,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,1078.3681946684724
3U,4608,CTU,3395,KMG,3382,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,617.1225240511029
3U,4608,JHG,3381,KMG,3382,Xishuangbanna Gasa Airport,Jinghonggasa,China,ZPJH,21.9738998413086,100.76000213623048,1815,8,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,412.1403468651462
3U,4608,KHN,3384,KMG,3382,Nanchang Changbei International Airport,Nanchang,China,ZSCN,28.864999771118164,115.9000015258789,143,8,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,1350.745952016512
3U,4608,KWE,3394,KMG,3382,Longdongbao Airport,Guiyang,China,ZUGY,26.53849983215332,106.8010025024414,3736,8,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,419.14717130753723
3U,4608,LUM,6376,KMG,3382,Mangshi Airport,Luxi,China,ZPLX,24.4011,98.5317,2890,8,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,450.8178912051768
3U,4608,NGB,3387,KMG,3382,Ningbo Lishe International Airport,Ninbo,China,ZSNB,29.82670021057129,121.46199798583984,13,8,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,1899.9369957659085
3U,4608,NKG,3388,KMG,3382,Nanjing Lukou Airport,Nanjing,China,ZSNJ,31.742000579833984,118.86199951171876,49,8,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,1721.6746832886968
3U,4608,TAO,3390,KMG,3382,Liuting Airport,Qingdao,China,ZSQD,36.2661018372,120.374000549,33,8,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,2073.6809361749742
3U,4608,TNA,4108,KMG,3382,Yaoqiang Airport,Jinan,China,ZSJN,36.857200622558594,117.21600341796876,76,8,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,1883.4802656945749
3U,4608,WXN,6403,KMG,3382,Wanxian Airport,Wanxian,China,ZUWX,30.8017,108.433,0,8,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,832.7306181232656
3U,4608,XIY,3379,KMG,3382,Xi'an Xianyang International Airport,Xi'an,China,ZLXY,34.447102,108.751999,1572,8,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,1180.7543194114035
3U,4608,XMN,3383,KMG,3382,Xiamen Gaoqi International Airport,Xiamen,China,ZSAM,24.54400062561035,118.12799835205078,59,8,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,1534.3372232268882
3U,4608,XUZ,4149,KMG,3382,Xuzhou Guanyin Airport,Xuzhou,China,ZSXZ,34.059056,117.555278,0,8,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,1726.7762185493914
4U,2548,DRS,338,CFU,1460,Dresden Airport,Dresden,Germany,EDDC,51.1328010559082,13.767200469970703,755,1,Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,LGKR,39.601898193359375,19.911699295043945,6,2,1367.8823830096908
4U,2548,CGN,344,CFU,1460,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,LGKR,39.601898193359375,19.911699295043945,6,2,1597.9198065103762
4U,2548,STR,350,CFU,1460,Stuttgart Airport,Stuttgart,Germany,EDDS,48.6898994446,9.22196006775,1276,1,Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,LGKR,39.601898193359375,19.911699295043945,6,2,1319.7793890657676
3L,2916,DUS,345,FDH,382,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Friedrichshafen Airport,Friedrichshafen,Germany,EDNY,47.6712989807,9.51148986816,1367,1,448.4569213226276
3L,2916,EBA,1558,FDH,382,Marina Di Campo Airport,Marina Di Campo,Italy,LIRJ,42.7603,10.2394,31,1,Friedrichshafen Airport,Friedrichshafen,Germany,EDNY,47.6712989807,9.51148986816,1367,1,549.0393898748854
3L,2916,HAM,342,FDH,382,Hamburg Airport,Hamburg,Germany,EDDH,53.630401611328,9.9882297515869,53,1,Friedrichshafen Airport,Friedrichshafen,Germany,EDNY,47.6712989807,9.51148986816,1367,1,663.4696987641296
3L,2916,OLB,1520,FDH,382,Olbia Costa Smeralda Airport,Olbia,Italy,LIEO,40.898701,9.51763,37,1,Friedrichshafen Airport,Friedrichshafen,Germany,EDNY,47.6712989807,9.51148986816,1367,1,753.0786935544613
3L,2916,TXL,351,FDH,382,Berlin-Tegel Airport,Berlin,Germany,EDDT,52.5597,13.2877,122,1,Friedrichshafen Airport,Friedrichshafen,Germany,EDNY,47.6712989807,9.51148986816,1367,1,606.3933738980053
3L,2916,ZAD,1209,FDH,382,Zadar Airport,Zadar,Croatia,LDZD,44.108299,15.3467,289,1,Friedrichshafen Airport,Friedrichshafen,Germany,EDNY,47.6712989807,9.51148986816,1367,1,600.4676451795794
4U,2548,CGN,344,FDH,382,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,Friedrichshafen Airport,Friedrichshafen,Germany,EDNY,47.6712989807,9.51148986816,1367,1,394.5642632819944
4U,2548,DUS,345,AOI,4309,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Ancona Falconara Airport,Ancona,Italy,LIPY,43.616299,13.3623,49,1,985.9470500757207
4U,2548,TXL,351,AOI,4309,Berlin-Tegel Airport,Berlin,Germany,EDDT,52.5597,13.2877,122,1,Ancona Falconara Airport,Ancona,Italy,LIPY,43.616299,13.3623,49,1,994.4761069085556
4U,2548,DUS,345,BIA,1321,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Bastia-Poretta Airport,Bastia,France,LFKB,42.55270004272461,9.48373031616211,26,1,992.9733168088554
4U,2548,HAM,342,BIA,1321,Hamburg Airport,Hamburg,Germany,EDDH,53.630401611328,9.9882297515869,53,1,Bastia-Poretta Airport,Bastia,France,LFKB,42.55270004272461,9.48373031616211,26,1,1232.3455823149216
4U,2548,TXL,351,BIA,1321,Berlin-Tegel Airport,Berlin,Germany,EDDT,52.5597,13.2877,122,1,Bastia-Poretta Airport,Bastia,France,LFKB,42.55270004272461,9.48373031616211,26,1,1148.3378583755034
4U,2548,CGN,344,BIA,1321,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,Bastia-Poretta Airport,Bastia,France,LFKB,42.55270004272461,9.48373031616211,26,1,941.3290366127146
4U,2548,STR,350,BIA,1321,Stuttgart Airport,Stuttgart,Germany,EDDS,48.6898994446,9.22196006775,1276,1,Bastia-Poretta Airport,Bastia,France,LFKB,42.55270004272461,9.48373031616211,26,1,682.7278194714254
4U,2548,DUS,345,BIO,1216,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Bilbao Airport,Bilbao,Spain,LEBB,43.30110168457031,-2.9106099605560303,138,1,1147.6346590297217
4U,2548,STR,350,BIO,1216,Stuttgart Airport,Stuttgart,Germany,EDDS,48.6898994446,9.22196006775,1276,1,Bilbao Airport,Bilbao,Spain,LEBB,43.30110168457031,-2.9106099605560303,138,1,1110.41030619376
4U,2548,DUS,345,BRI,1501,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Bari Karol Wojtyła Airport,Bari,Italy,LIBD,41.138901,16.760599,177,1,1363.030452586919
4U,2548,CGN,344,BRI,1501,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,Bari Karol Wojtyła Airport,Bari,Italy,LIBD,41.138901,16.760599,177,1,1309.7464820732512
4U,2548,STR,350,BRI,1501,Stuttgart Airport,Stuttgart,Germany,EDDS,48.6898994446,9.22196006775,1276,1,Bari Karol Wojtyła Airport,Bari,Italy,LIBD,41.138901,16.760599,177,1,1027.173208007334
4U,2548,DUS,345,BSL,1423,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,LFSB,47.59,7.5291667,885,1,415.0361388516746
4T,1401,HRG,1130,BSL,1423,Hurghada International Airport,Hurghada,Egypt,HEGN,27.178300857543945,33.799400329589844,52,2,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,LFSB,47.59,7.5291667,885,1,3216.4378999449614
4U,2548,DUS,345,CAG,1519,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Cagliari Elmas Airport,Cagliari,Italy,LIEE,39.251499,9.05428,13,1,1350.30272067324
4U,2548,CGN,344,CAG,1519,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,Cagliari Elmas Airport,Cagliari,Italy,LIEE,39.251499,9.05428,13,1,1300.0409109672235
4U,2548,STR,350,CAG,1519,Stuttgart Airport,Stuttgart,Germany,EDDS,48.6898994446,9.22196006775,1276,1,Cagliari Elmas Airport,Cagliari,Italy,LIEE,39.251499,9.05428,13,1,1049.5872906672219
4U,2548,DUS,345,CTA,1509,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Catania-Fontanarossa Airport,Catania,Italy,LICC,37.466801,15.0664,39,1,1670.0090529248314
4U,2548,HAM,342,CTA,1509,Hamburg Airport,Hamburg,Germany,EDDH,53.630401611328,9.9882297515869,53,1,Catania-Fontanarossa Airport,Catania,Italy,LICC,37.466801,15.0664,39,1,1839.1170632540152
4U,2548,TXL,351,CTA,1509,Berlin-Tegel Airport,Berlin,Germany,EDDT,52.5597,13.2877,122,1,Catania-Fontanarossa Airport,Catania,Italy,LICC,37.466801,15.0664,39,1,1683.9329879053187
4U,2548,CGN,344,CTA,1509,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,Catania-Fontanarossa Airport,Catania,Italy,LICC,37.466801,15.0664,39,1,1616.1579138575246
4U,2548,HAJ,352,CTA,1509,Hannover Airport,Hannover,Germany,EDDV,52.461101532,9.68507957458,183,1,Catania-Fontanarossa Airport,Catania,Italy,LICC,37.466801,15.0664,39,1,1718.9937956123285
4U,2548,STR,350,CTA,1509,Stuttgart Airport,Stuttgart,Germany,EDDS,48.6898994446,9.22196006775,1276,1,Catania-Fontanarossa Airport,Catania,Italy,LICC,37.466801,15.0664,39,1,1334.1650321404718
4U,2548,DUS,345,CWL,488,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Cardiff International Airport,Cardiff,United Kingdom,EGFF,51.39670181274414,-3.343329906463623,220,0,701.7777363594114
4U,2548,DUS,345,DBV,1200,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Dubrovnik Airport,Dubrovnik,Croatia,LDDU,42.5614013671875,18.268199920654297,527,1,1302.637720004775
4U,2548,HAM,342,DBV,1200,Hamburg Airport,Hamburg,Germany,EDDH,53.630401611328,9.9882297515869,53,1,Dubrovnik Airport,Dubrovnik,Croatia,LDDU,42.5614013671875,18.268199920654297,527,1,1373.7165300701126
4U,2548,TXL,351,DBV,1200,Berlin-Tegel Airport,Berlin,Germany,EDDT,52.5597,13.2877,122,1,Dubrovnik Airport,Dubrovnik,Croatia,LDDU,42.5614013671875,18.268199920654297,527,1,1172.1756478909977
4U,2548,CGN,344,DBV,1200,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,Dubrovnik Airport,Dubrovnik,Croatia,LDDU,42.5614013671875,18.268199920654297,527,1,1251.1730332839106
4U,2548,HAJ,352,DBV,1200,Hannover Airport,Hannover,Germany,EDDV,52.461101532,9.68507957458,183,1,Dubrovnik Airport,Dubrovnik,Croatia,LDDU,42.5614013671875,18.268199920654297,527,1,1273.639648404538
4U,2548,STR,350,DBV,1200,Stuttgart Airport,Stuttgart,Germany,EDDS,48.6898994446,9.22196006775,1276,1,Dubrovnik Airport,Dubrovnik,Croatia,LDDU,42.5614013671875,18.268199920654297,527,1,978.1478319155185
4U,2548,DUS,345,DUB,599,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Dublin Airport,Dublin,Ireland,EIDW,53.421299,-6.27007,242,0,915.1061161724592
4U,2548,CGN,344,DUB,599,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,Dublin Airport,Dublin,Ireland,EIDW,53.421299,-6.27007,242,0,956.6855635579964
4U,2548,DUS,345,HDF,5557,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Heringsdorf Airport,Heringsdorf,Germany,EDAH,53.8787002563,14.152299881,93,1,575.6661149525005
4U,2548,CGN,344,HDF,5557,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,Heringsdorf Airport,Heringsdorf,Germany,EDAH,53.8787002563,14.152299881,93,1,581.5349473386814
4U,2548,DTM,373,HDF,5557,Dortmund Airport,Dortmund,Germany,EDLW,51.51829910279999,7.61223983765,425,1,Heringsdorf Airport,Heringsdorf,Germany,EDAH,53.8787002563,14.152299881,93,1,512.6440190850305
4U,2548,FRA,340,HDF,5557,Frankfurt am Main Airport,Frankfurt,Germany,EDDF,50.033333,8.570556,364,1,Heringsdorf Airport,Heringsdorf,Germany,EDAH,53.8787002563,14.152299881,93,1,573.3534449846735
4U,2548,STR,350,HDF,5557,Stuttgart Airport,Stuttgart,Germany,EDDS,48.6898994446,9.22196006775,1276,1,Heringsdorf Airport,Heringsdorf,Germany,EDAH,53.8787002563,14.152299881,93,1,670.7967868841714
4U,2548,DUS,345,HER,1452,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,LGIR,35.3396987915,25.1802997589,115,2,2302.818657775321
4U,2548,HAM,342,HER,1452,Hamburg Airport,Hamburg,Germany,EDDH,53.630401611328,9.9882297515869,53,1,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,LGIR,35.3396987915,25.1802997589,115,2,2352.9636711125427
4U,2548,TXL,351,HER,1452,Berlin-Tegel Airport,Berlin,Germany,EDDT,52.5597,13.2877,122,1,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,LGIR,35.3396987915,25.1802997589,115,2,2131.9533099073747
4U,2548,CGN,344,HER,1452,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,LGIR,35.3396987915,25.1802997589,115,2,2251.435072244162
4U,2548,HAJ,352,HER,1452,Hannover Airport,Hannover,Germany,EDDV,52.461101532,9.68507957458,183,1,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,LGIR,35.3396987915,25.1802997589,115,2,2262.236491199953
4U,2548,STR,350,HER,1452,Stuttgart Airport,Stuttgart,Germany,EDDS,48.6898994446,9.22196006775,1276,1,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,LGIR,35.3396987915,25.1802997589,115,2,1977.2905556982992
4U,2548,DUS,345,IBZ,1225,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Ibiza Airport,Ibiza,Spain,LEIB,38.8728981018,1.3731199502899998,24,1,1443.1477219523229
4U,2548,TXL,351,IBZ,1225,Berlin-Tegel Airport,Berlin,Germany,EDDT,52.5597,13.2877,122,1,Ibiza Airport,Ibiza,Spain,LEIB,38.8728981018,1.3731199502899998,24,1,1775.7555240632366
4U,2548,CGN,344,IBZ,1225,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,Ibiza Airport,Ibiza,Spain,LEIB,38.8728981018,1.3731199502899998,24,1,1407.8434083066222
4U,2548,STR,350,IBZ,1225,Stuttgart Airport,Stuttgart,Germany,EDDS,48.6898994446,9.22196006775,1276,1,Ibiza Airport,Ibiza,Spain,LEIB,38.8728981018,1.3731199502899998,24,1,1258.8419755604282
4U,2548,DUS,345,KTW,671,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Katowice International Airport,Katowice,Poland,EPKT,50.4743,19.08,995,1,867.5426574282935
4U,2548,DUS,345,LEJ,348,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Leipzig/Halle Airport,Leipzig,Germany,EDDP,51.423889,12.236389,465,1,380.00363396226334
4U,2548,CGN,344,LEJ,348,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,Leipzig/Halle Airport,Leipzig,Germany,EDDP,51.423889,12.236389,465,1,360.6239699094352
4U,2548,STR,350,LEJ,348,Stuttgart Airport,Stuttgart,Germany,EDDS,48.6898994446,9.22196006775,1276,1,Leipzig/Halle Airport,Leipzig,Germany,EDDP,51.423889,12.236389,465,1,372.3950203345064
4U,2548,DUS,345,LYS,1335,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Lyon Saint-Exupéry Airport,Lyon,France,LFLL,45.725556,5.081111,821,1,630.9752810299956
3O,9818,CMN,1074,LYS,1335,Mohammed V International Airport,Casablanca,Morocco,GMMN,33.36750030517578,-7.589970111846924,656,0,Lyon Saint-Exupéry Airport,Lyon,France,LFLL,45.725556,5.081111,821,1,1747.2148427683976
4U,2548,DUS,345,MAD,1229,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,LEMD,40.471926,-3.56264,1998,1,1441.2996839854331
4U,2548,HAM,342,MAD,1229,Hamburg Airport,Hamburg,Germany,EDDH,53.630401611328,9.9882297515869,53,1,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,LEMD,40.471926,-3.56264,1998,1,1780.8570411038572
4U,2548,DUS,345,MPL,1359,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Montpellier-Méditerranée Airport,Montpellier,France,LFMT,43.57619857788086,3.96301007270813,17,1,883.0517905070114
3O,9818,CMN,1074,MPL,1359,Mohammed V International Airport,Casablanca,Morocco,GMMN,33.36750030517578,-7.589970111846924,656,0,Montpellier-Méditerranée Airport,Montpellier,France,LFMT,43.57619857788086,3.96301007270813,17,1,1513.616181924384
3O,9818,FEZ,1066,MPL,1359,Saïss Airport,Fes,Morocco,GMFF,33.9272994995,-4.977960109709999,1900,0,Montpellier-Méditerranée Airport,Montpellier,France,LFMT,43.57619857788086,3.96301007270813,17,1,1321.9774272879222
3O,9818,NDR,5673,MPL,1359,Nador International Airport,El Aroui,Morocco,GMMW,34.988800048799995,-3.0282099247,574,0,Montpellier-Méditerranée Airport,Montpellier,France,LFMT,43.57619857788086,3.96301007270813,17,1,1127.6691268468348
4U,2548,DUS,345,MXP,1524,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Malpensa International Airport,Milano,Italy,LIMC,45.6306,8.72811,768,1,645.5830196675819
4U,2548,HAM,342,MXP,1524,Hamburg Airport,Hamburg,Germany,EDDH,53.630401611328,9.9882297515869,53,1,Malpensa International Airport,Milano,Italy,LIMC,45.6306,8.72811,768,1,894.1165104007666
4U,2548,CGN,344,MXP,1524,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,Malpensa International Airport,Milano,Italy,LIMC,45.6306,8.72811,768,1,593.8175855681067
